ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000019186	11.2471389088207	2430.67098568491	6.3003838456959	87.4037825593103	2.80051722666147e-17	5.63212019453888e-13	20.2897570846194
ENSG00000118985	3.15636437672708	8.91580075659359	6.68576575156991	26.8230528123858	1.51868760274305e-11	1.02435720323104e-07	15.5567916942999
ENSG00000178726	7.43047955799574	172.503229120106	6.54307257601949	26.8081694648692	1.52805509904686e-11	1.02435720323104e-07	15.5528082558505
ENSG00000113070	4.5856192676532	24.0109281547903	6.29765987174006	24.0663263626845	5.03986872884434e-11	2.53392000014471e-07	14.7470277054248
ENSG00000154127	4.42067952449991	21.416926098151	6.29250866502205	22.2542289900615	1.19466947817126e-10	4.80519957510045e-07	14.1250212165069
ENSG00000164047	6.35846422437863	82.0518652050389	5.90778008684789	21.4451905249164	1.79537543808837e-10	5.24740404156108e-07	13.8205324512469
ENSG00000185909	4.45838585356978	21.9840586580135	4.882442398725	21.4117290854236	1.8264545915632e-10	5.24740404156108e-07	13.8075540668234
ENSG00000156711	3.21863978139965	9.30908765005519	5.273563741107	20.1017389136725	3.65180004886702e-10	9.18016884784557e-07	13.273803798868
ENSG00000134955	1.92516392571744	3.79779998297667	7.58455659944096	17.414778885823	1.7485050425928e-09	3.90713165684264e-06	12.0009036320829
ENSG00000091140	1.08988686293879	2.12857343428105	7.99676347154049	17.1404352743052	2.0776472104265e-09	4.17835630488874e-06	11.8554924396402
ENSG00000184216	1.15500206914987	2.22684643025479	5.46892951788814	16.3213688897914	3.53210347103087e-09	6.237121728987e-06	11.4020744449218
ENSG00000124731	4.70407471680375	26.0655919135679	6.66568663325511	16.146774753139	3.96773721090151e-09	6.237121728987e-06	11.3015199878299
ENSG00000134061	-2.61638050806694	-6.13209695644929	6.56839982079768	-16.1228830692309	4.03175289527279e-09	6.237121728987e-06	11.2876494832355
ENSG00000155846	3.42664857361187	10.7528603426681	5.11854260426774	15.8720240956138	4.77592963152396e-09	6.86062291568418e-06	11.1403795986852
ENSG00000123689	6.57185546320341	95.131779722819	6.78027493992387	15.7611377946816	5.15130486072849e-09	6.90652613694071e-06	11.0743197076353
ENSG00000164169	1.20023650922952	2.29777336621767	5.49381193226482	15.328888460451	6.95135375788083e-09	8.40710354723137e-06	10.811013113374
ENSG00000176659	5.88692198538948	59.1752497751856	4.40526788868655	15.2974657843662	7.10659640509837e-09	8.40710354723137e-06	10.7915046324966
ENSG00000133216	-2.20261678336018	-4.60313509269068	5.49787456714182	-15.1068480466724	8.13279860920836e-09	9.08659515721052e-06	10.6720691350954
ENSG00000165140	4.49847682715946	22.603539963377	10.2107689772986	15.0307849466566	8.58625030540569e-09	9.08831999431651e-06	10.6238810590411
ENSG00000113068	1.81575859543802	3.52044693248259	6.76734168254678	14.86873717341	9.64648573838745e-09	9.7000237342355e-06	10.5201968675006
ENSG00000134278	1.33820204985619	2.52836026969536	4.3586860160117	14.7822944318613	1.02694819385425e-08	9.83474053647749e-06	10.4643115807371
ENSG00000131435	3.78887977439397	13.8218591190511	3.7818610797167	13.8099884169849	2.12621295998393e-08	1.94364858355622e-05	9.80682133090479
ENSG00000018280	3.23852458619611	9.43828402004154	4.82721903303452	13.6689070757724	2.37204188825905e-08	2.07409280064251e-05	9.70680751303199
ENSG00000111269	-1.39183378626085	-2.62412016534918	9.45934247833752	-13.526231084506	2.65230669751964e-08	2.22252249974239e-05	9.60441682735156
ENSG00000222009	2.38116700366043	5.2095797745152	4.28736476223136	13.169003112713	3.52445821273618e-08	2.64786466417869e-05	9.34241829152516
ENSG00000060982	3.63238913652676	12.401039362814	7.38764644824835	13.1582887883793	3.5550144979846e-08	2.64786466417869e-05	9.33443328247717
ENSG00000184831	3.22834615006148	9.37192981467735	5.7727872217918	13.1330781858409	3.62805136360883e-08	2.64786466417869e-05	9.31561510529097
ENSG00000139567	1.89955790802191	3.73098848621413	3.38974508975473	13.0865794716761	3.76706304504156e-08	2.64786466417869e-05	9.28079731649146
ENSG00000169896	3.18530257380055	9.09644336632669	10.2942108537776	13.0699364185528	3.81821268267028e-08	2.64786466417869e-05	9.2683005813163
ENSG00000159335	-1.78235853200788	-3.43988070225948	5.35101349275027	-12.7813760806769	4.83590127296716e-08	3.24182701668809e-05	9.04869165260083
ENSG00000150637	4.9343816843145	30.5771424872034	5.47919994342955	12.5445707051532	5.89151793877491e-08	3.82207475053878e-05	8.86423026095069
ENSG00000143771	1.19227646378612	2.28513035148615	6.52969673562937	12.4965828715278	6.13447187403662e-08	3.85532387058595e-05	8.82637323133679
ENSG00000123684	1.27144270342955	2.41402849128332	7.8592379194218	12.1406317331424	8.31431341744783e-08	5.06694415570586e-05	8.54042383769396
ENSG00000026652	2.25649632690054	4.77829633134271	3.89595807381549	12.0735540764147	8.81226597373624e-08	5.17559364158044e-05	8.48550318421348
ENSG00000169902	3.49687264991712	11.2892101781633	4.30427380917901	12.0483931638817	9.00729836682986e-08	5.17559364158044e-05	8.46481622274002
ENSG00000146072	4.21688875741687	18.5955918057315	5.37168734626441	11.9865880651336	9.5065005672438e-08	5.31070091410667e-05	8.41380012144521
ENSG00000075223	3.50350209793622	11.3412055397632	6.16278390525575	11.9493460261722	9.82171220706998e-08	5.33849876206444e-05	8.38292074040537
ENSG00000197635	3.95305912321883	15.4877871237302	4.71329903527136	11.7339090779741	1.18821339277005e-07	6.28846303736801e-05	8.20222015530336
ENSG00000138399	1.41649584319978	2.66936362148022	10.4131306955157	11.6361236777427	1.2967830124918e-07	6.68707773441604e-05	8.1190197510049
ENSG00000197208	3.02995228884913	8.1678268842157	5.29506345554465	11.5073746605133	1.45641236951076e-07	7.3224772908077e-05	8.00832830120046
ENSG00000205683	1.27131405756937	2.413813240716	3.10224931309814	11.4329133396684	1.55834532337454e-07	7.64387385326474e-05	7.94370865987524
ENSG00000183605	2.86559046432578	7.28834102099924	5.74433496997778	11.2371651011613	1.86502219190483e-07	8.93034792890429e-05	7.77169409844755
ENSG00000135472	0.846519851935428	1.79815807381677	3.49405756893474	11.0899750847918	2.13852720348918e-07	0.000100018419975281	7.64027361077687
ENSG00000130584	-1.12591981500898	-2.18240645258731	3.32085811345397	-10.9808437935377	2.36925102198229e-07	0.000108290925688831	7.54166170491198
ENSG00000141385	1.00694859318127	2.0096560305204	5.6065554050813	10.9372739719862	2.46876726013319e-07	0.000110331951930086	7.50200925326291
ENSG00000125863	1.44048997645541	2.71413028704773	9.12295699644168	10.8979421640851	2.56249283154974e-07	0.000112031072468037	7.46607425136001
ENSG00000110079	2.60297215250792	6.07536948884976	6.09212700500413	10.8596170155746	2.65753082270451e-07	0.000113714047607256	7.43093097166697
ENSG00000140598	3.27363423616569	9.67079327731118	5.81177683955998	10.7546891792073	2.93778423492148e-07	0.000120832530844991	7.33406313750561
ENSG00000188676	-0.90310758249485	-1.87008984384376	2.51636298952265	-10.7524660015083	2.94405748665136e-07	0.000120832530844991	7.33200034565602
ENSG00000120280	-1.22397648617697	-2.33589671720957	10.7687366702828	-10.6583666486262	3.22333013451244e-07	0.000128582846432014	7.24429100016755
ENSG00000165233	1.94068999712847	3.83889206354778	7.7332506797954	10.6407299508213	3.27879209191903e-07	0.000128582846432014	7.22776488648305
ENSG00000119681	-1.62456423545044	-3.0834901451238	4.12256830055164	-10.6201035710351	3.34496766075992e-07	0.000128582846432014	7.20840228544416
ENSG00000143384	0.793590348939485	1.73338286571842	10.1799231756959	10.6067318891544	3.38863848684637e-07	0.000128582846432014	7.19582964425016
ENSG00000075426	2.25208045976609	4.76369306340517	5.30402042473544	10.5872044858039	3.45352430076014e-07	0.000128618198541828	7.17744045372651
ENSG00000256235	2.69995893255225	6.49783420226187	8.58309690061231	10.5445272850517	3.60005566677704e-07	0.000131637671844642	7.13713196911879
ENSG00000143554	-2.92327234119998	-7.58564754779671	7.35747374072391	-10.5177732670453	3.69533270749889e-07	0.000131884449240474	7.11177940628011
ENSG00000130816	-0.972167390365369	-1.96178561322384	10.2530441001664	-10.5060435491628	3.73796111914226e-07	0.000131884449240474	7.10064377130528
ENSG00000197872	-1.79360332801583	-3.46679692002363	6.51239239682509	-10.4570826097543	3.92172263567977e-07	0.00013598235159682	7.05402810498344
ENSG00000183621	1.0739487929892	2.10518758657477	4.44546627183858	10.4254982056025	4.04543231666323e-07	0.000136242804568369	7.02384103636654
